sample,DDX11L1,WASH7P,MIR6859-1,MIR1302-2HG,FAM138A,OR4G4P,OR4G11P,OR4F5,RP11-34P13.7,CICP27,tissue_type
GTEX-NL3H-0011-R4a-SM-2I3GK,0.02131,0.8602,0.0,0.0,0.06046,0.1316,0.196,0.3211,0.03583,0.01064,Amygdala 
GTEX-NL3H-0011-R5a-SM-2I3GB,0.01686,2.086,0.0,0.03367,0.04784,0.1041,0.06204,0.09529,0.04253,0.08422,Caudate (basal ganglia) 
GTEX-NL3H-0011-R6a-SM-2I3G8,0.0,2.2230000000000003,0.0,0.0741,0.0,0.0382,0.1707,0.1748,0.0156,0.05561,Nucleus accumbens (basal ganglia) 
GTEX-NL3H-0011-R7a-SM-2I3G5,0.01315,1.3530000000000002,0.0,0.026260000000000002,0.01865,0.05414,0.2661,0.5449,0.08843999999999999,0.07882,Putamen (basal ganglia) 
GTEX-NL3H-0011-R8a-SM-DIPDY,0.0,1.7919999999999998,0.0,0.04738,0.0,0.07327,0.04365,0.0,0.0,0.0,Hypothalamus 
GTEX-NL4W-0011-R10A-SM-2I3DY,0.08646000000000001,0.878,0.0,0.06905,0.04905,0.1424,0.2545,0.3257,0.0436,0.1036,Frontal Cortex (BA9) 
GTEX-NL4W-0011-R11A-SM-2I3DW,0.0,3.815,0.0,0.0,0.03325,0.09651,0.0,0.04415,0.0197,0.03512,Cerebellar Hemisphere 
GTEX-NL4W-0011-R2a-SM-2I5GV,0.0,0.6072,0.0,0.1215,0.05753,0.16699999999999998,0.1492,0.4201,0.06817999999999999,0.0,Substantia nigra 
GTEX-NL4W-0011-R4a-SM-2I5GZ,0.0,0.5808,0.0,0.0,0.0,0.2504,0.2238,0.2801,0.05681,0.02025,Amygdala 
GTEX-NL4W-0011-R5a-SM-2I3GD,0.0193,1.005,0.0,0.1156,0.02737,0.2383,0.1065,0.109,0.09732,0.08673,Caudate (basal ganglia) 
GTEX-NL4W-0011-R6a-SM-2I3GA,0.0,0.8029999999999999,0.0,0.1201,0.04267,0.1548,0.0,0.085,0.01264,0.0601,Nucleus accumbens (basal ganglia) 
GTEX-NL4W-0011-R8a-SM-2I3G4,0.0,1.075,0.0,0.03435,0.04881,0.1417,0.0633,0.06481,0.1591,0.08592999999999999,Hypothalamus 
GTEX-NL4W-0011-R9a-SM-2I3G1,0.01608,0.6282,0.0,0.09634,0.0,0.06621,0.05917000000000001,0.2726,0.013519999999999999,0.08836000000000001,Spinal cord (cervical c-1) 
GTEX-NPJ7-0011-R10A-SM-2I3E5,0.0246,1.569,0.0,0.04912,0.0,0.05064,0.1358,0.2317,0.02068,0.036860000000000004,Frontal Cortex (BA9) 
GTEX-NPJ7-0011-R11A-SM-2I3E8,0.022719999999999997,3.964,0.0,0.0,0.03222,0.09352,0.08357,0.042789999999999995,0.0191,0.261,Cerebellar Hemisphere 
GTEX-NPJ7-0011-R1a-SM-3GACT,0.1501,2.715,0.0,0.0,0.0,0.20600000000000002,0.1841,0.4084,0.01402,0.06665,Hippocampus 
GTEX-NPJ7-0011-R2a-SM-2I3GF,0.0,2.219,0.0,0.0,0.0,0.09481,0.1271,0.0,0.01936,0.1035,Substantia nigra 
GTEX-NPJ7-0011-R4a-SM-2I3GJ,0.0149,0.7955,0.0,0.11900000000000001,0.0,0.1841,0.1097,0.08421000000000001,0.1127,0.0521,Amygdala 
GTEX-NPJ7-0011-R5a-SM-33HBK,0.007455,0.8736,0.0,0.01488,0.01057,0.04604,0.06856,0.1264,0.031330000000000004,0.022340000000000002,Caudate (basal ganglia) 
GTEX-NPJ7-0011-R6a-SM-2I3G7,0.0,1.4509999999999998,0.0,0.0,0.0,0.1433,0.0,0.2295,0.029269999999999997,0.02609,Nucleus accumbens (basal ganglia) 
GTEX-NPJ7-0011-R7a-SM-EV79B,0.01038,1.068,0.0,0.020730000000000002,0.02945,0.02137,0.05728,0.1369,0.026180000000000002,0.02074,Putamen (basal ganglia) 
GTEX-NPJ7-0011-R8a-SM-2I3G2,0.028689999999999997,1.12,0.0,0.1145,0.0,0.0,0.0,0.4322,0.07232999999999999,0.0,Hypothalamus 
GTEX-NPJ7-0011-R9a-SM-2TC5R,0.1073,1.956,0.0,0.2143,0.0,0.0,0.1974,0.6064,0.0,0.0536,Spinal cord (cervical c-1) 
GTEX-NPJ7-2726-SM-2I3FT,0.0596,1.578,0.0,0.07933,0.02818,0.040889999999999996,0.1462,0.1497,0.0501,0.1687,Cortex 
GTEX-NPJ7-2826-SM-2I3FU,0.08121,2.22,0.0,0.040530000000000004,0.057589999999999995,0.1671,0.1494,0.3059,0.08532000000000001,0.1825,Cerebellum 
GTEX-NPJ8-0011-R10A-SM-2YUMO,0.0,3.363,0.0,0.05546,0.0,0.0,0.051089999999999997,0.052320000000000005,0.046689999999999995,0.013869999999999999,Frontal Cortex (BA9) 
GTEX-NPJ8-0011-R11A-SM-2YUMS,0.08707999999999999,5.329,1.107,0.0,0.0,0.0,0.0,0.16399999999999998,0.0366,0.3479,Cerebellar Hemisphere 
GTEX-NPJ8-0011-R1a-SM-33HCB,0.01544,1.7790000000000001,0.0,0.01541,0.043789999999999996,0.14300000000000002,0.1987,0.3343,0.07136,0.03084,Hippocampus 
GTEX-NPJ8-0011-R2a-SM-2TC6M,0.023969999999999998,1.28,0.0,0.0,0.0,0.1974,0.1764,0.2709,0.0403,0.07184,Substantia nigra 
GTEX-NPJ8-0011-R3a-SM-2HMIW,0.0,3.363,0.5052,0.03967,0.02818,0.1227,0.402,0.449,0.0835,0.1687,Anterior cingulate cortex (BA24) 
GTEX-NPJ8-0011-R4a-SM-2HML3,0.01644,0.8347,0.0,0.06564,0.02332,0.2707,0.1814,0.3715,0.027630000000000002,0.09852000000000001,Amygdala 
GTEX-NPJ8-0011-R5a-SM-2HMJY,0.056920000000000005,1.383,0.0,0.07576000000000001,0.05382000000000001,0.2343,0.2792,0.3573,0.0319,0.1232,Caudate (basal ganglia) 
GTEX-NPJ8-0011-R6a-SM-2HMKB,0.01797,1.8719999999999999,0.0,0.03589,0.0,0.185,0.1984,0.4401,0.1058,0.1706,Nucleus accumbens (basal ganglia) 
GTEX-NPJ8-0011-R7a-SM-2HMJV,0.0518,0.5395,0.0,0.1724,0.0,0.1777,0.3176,0.4227,0.014509999999999999,0.06898,Putamen (basal ganglia) 
GTEX-NPJ8-0011-R8a-SM-2HMLG,0.0,1.2890000000000001,0.0,0.07751,0.027530000000000002,0.1199,0.2856,0.2925,0.016319999999999998,0.02908,Hypothalamus 
GTEX-NPJ8-0011-R9a-SM-2YUN5,0.0307,2.878,0.0,0.0,0.0,0.0632,0.1694,0.1735,0.05161,0.1073,Spinal cord (cervical c-1) 
GTEX-NPJ8-1526-SM-2D7VU,0.09314,7.093999999999999,0.0,0.0,0.0,0.1917,0.0,0.0,0.0,0.09303,Cortex 
GTEX-NPJ8-2626-SM-2D7W2,0.0,4.853,0.0,0.0,0.0622,0.09026,0.0,0.1652,0.0,0.1752,Cerebellum 
GTEX-OHPN-0011-R10A-SM-33HBU,0.0,1.4080000000000001,0.0,0.02426,0.017230000000000002,0.1501,0.08939,0.2288,0.04085,0.0182,Frontal Cortex (BA9) 
GTEX-OHPN-0011-R11A-SM-2I5FM,0.052489999999999995,2.324,0.0,0.0262,0.0,0.2701,0.2173,0.17300000000000001,0.06619,0.07865,Cerebellar Hemisphere 
GTEX-OHPN-0011-R1A-SM-2I5GB,0.0,1.567,0.0,0.03586,0.07642,0.036969999999999996,0.1982,0.4059,0.07547999999999999,0.05382000000000001,Hippocampus 
GTEX-OHPN-0011-R2A-SM-2I5FB,0.01457,1.12,0.0,0.0291,0.041339999999999995,0.12,0.2949,0.4941,0.03675,0.1165,Substantia nigra 
GTEX-OHPN-0011-R4A-SM-2I5FD,0.0,0.7994,0.0,0.1179,0.0,0.1458,0.3692,0.3781,0.1191,0.07076,Amygdala 
GTEX-OHPN-0011-R6A-SM-2I5FH,0.029930000000000002,1.4809999999999999,0.0,0.02988,0.0,0.2156,0.1376,0.1409,0.037739999999999996,0.06727000000000001,Nucleus accumbens (basal ganglia) 
GTEX-OHPN-0011-R7A-SM-2I5FI,0.0,1.197,0.0,0.07342,0.0,0.1892,0.1691,0.1385,0.046360000000000005,0.1102,Putamen (basal ganglia) 
GTEX-OHPN-0011-R8A-SM-33HBT,0.0,2.104,0.0,0.029330000000000002,0.0,0.07559,0.2162,0.1798,0.03704,0.003668,Hypothalamus 
GTEX-OHPN-0011-R9A-SM-5TDEJ,0.02074,5.672000000000001,0.0,0.0,0.0,0.0427,0.07631,0.0,0.03487,0.02072,Spinal cord (cervical c-1) 
GTEX-OHPN-2526-SM-2I5H3,0.029269999999999997,1.696,0.0,0.05845,0.0,0.1808,0.1077,0.193,0.0,0.0,Cortex 
GTEX-OHPN-2626-SM-2I5H1,0.1065,2.339,0.0,0.1063,0.05662999999999999,0.05479,0.2448,0.2005,0.022369999999999998,0.006647,Cerebellum 
GTEX-OXRN-0011-R10A-SM-2I5GC,0.01372,0.9469,0.0,0.08219,0.0,0.226,0.2777,0.4135,0.04614,0.03427,Frontal Cortex (BA9) 
GTEX-OXRN-0011-R5A-SM-2I5EF,0.0,0.1863,0.0,0.0357,0.02537,0.1104,0.2303,0.2358,0.0451,0.008931,Caudate (basal ganglia) 
GTEX-OXRN-0011-R8A-SM-E9TI1,0.0,0.6937,0.0,0.0,0.0,0.03538,0.06323,0.032369999999999996,0.02889,0.02575,Hypothalamus 
GTEX-OXRN-2426-SM-2I5EQ,0.0,0.6995,0.0,0.1788,0.03175,0.3225,0.2882,0.4216,0.05645,0.044719999999999996,Cortex 
GTEX-OXRO-0011-R10A-SM-2I5EH,0.01064,0.5959,0.0,0.06375,0.06039,0.2191,0.1566,0.2406,0.08946,0.1169,Frontal Cortex (BA9) 
GTEX-OXRO-0011-R2A-SM-3NB1W,0.011729999999999999,1.13,0.2983,0.02342,0.0,0.02415,0.08632000000000001,0.1547,0.009862000000000001,0.04688,Substantia nigra 
GTEX-OXRO-0011-R5A-SM-2I5EG,0.032889999999999996,0.4711,0.0,0.03283,0.02333,0.2708,0.2117,0.8673,0.02765,0.03285,Caudate (basal ganglia) 
GTEX-OXRO-0011-R9A-SM-3NB1X,0.0,1.992,0.0,0.05313,0.018869999999999998,0.054770000000000006,0.09788999999999999,0.1253,0.011179999999999999,0.03322,Spinal cord (cervical c-1) 
GTEX-P44G-0011-R10A-SM-2I3FF,0.0,1.244,0.0,0.0,0.029460000000000004,0.04275,0.07641,0.1956,0.03492,0.06224,Frontal Cortex (BA9) 
GTEX-P44G-0011-R11A-SM-2I3FD,0.051320000000000005,3.1069999999999998,0.0,0.05123,0.0,0.0,0.1416,0.09666,0.0647,0.141,Cerebellar Hemisphere 
GTEX-P44G-0011-R1A-SM-2I3FE,0.017480000000000002,1.229,0.0,0.0,0.0,0.03598,0.2572,0.2963,0.07347000000000001,0.09602999999999999,Hippocampus 
GTEX-P44G-0011-R2A-SM-2XCD2,0.0,2.231,0.0,0.05185,0.03683,0.1069,0.0,0.09782,0.043660000000000004,0.09079,Substantia nigra 
GTEX-P44G-0011-R3A-SM-2I3FC,0.02093,1.662,0.0,0.1253,0.0,0.08615,0.1925,0.1971,0.1055,0.05226,Anterior cingulate cortex (BA24) 
GTEX-P44G-0011-R4A-SM-2I3FB,0.0,0.7523,0.0,0.0,0.04553,0.09911,0.1476,0.3325,0.04047,0.05611,Amygdala 
GTEX-P44G-0011-R5A-SM-2I3FA,0.03178,1.117,0.0,0.09516000000000001,0.0,0.06541,0.05845,0.1197,0.02671,0.04761,Caudate (basal ganglia) 
GTEX-P44G-0011-R6A-SM-2XCD3,0.045739999999999996,3.1260000000000003,0.0,0.04566,0.03244,0.09414,0.1262,0.08614,0.07689,0.02284,Nucleus accumbens (basal ganglia) 
GTEX-P44G-0011-R7A-SM-2I3F9,0.0,0.8272,0.0,0.1349,0.01917,0.08348,0.2487,0.2037,0.05681,0.06076,Putamen (basal ganglia) 
GTEX-P44G-2426-SM-2I5ER,0.03518,0.6642,0.0,0.03512,0.02495,0.07242,0.1294,0.1988,0.044360000000000004,0.1142,Cortex 
GTEX-P44G-2526-SM-2I5EK,0.0,2.5469999999999997,0.0,0.0,0.0,0.3596,0.1285,0.3948,0.05873,0.1047,Cerebellum 
GTEX-P44H-0011-R10A-SM-2XCEK,0.0,2.384,0.0,0.058039999999999994,0.04123,0.2393,0.1604,0.3833,0.02443,0.0,Frontal Cortex (BA9) 
GTEX-P44H-0011-R11A-SM-2XCER,0.01854,8.933,0.0,0.0,0.0,0.0,0.03411,0.2794,0.06235,0.01852,Cerebellar Hemisphere 
GTEX-P44H-0011-R1A-SM-3NM8J,0.0,2.205,0.0,0.0,0.0,0.1078,0.03211,0.1315,0.04402,0.01744,Hippocampus 
GTEX-P44H-0011-R3A-SM-D3L8E,0.0,3.5789999999999997,0.0,0.057170000000000006,0.0,0.0,0.05267,0.0,0.048139999999999995,0.0286,Anterior cingulate cortex (BA24) 
GTEX-P44H-0011-R4A-SM-2XCEW,0.0,2.15,0.0,0.03924,0.027880000000000002,0.04046,0.2892,0.9255,0.01652,0.03927,Amygdala 
GTEX-P44H-0011-R5A-SM-2XCEX,0.01676,2.4219999999999997,0.0,0.03347,0.02377,0.069,0.09249,0.1894,0.02818,0.008371,Caudate (basal ganglia) 
GTEX-P44H-0011-R6A-SM-2XCF3,0.0,3.928,0.0,0.04212,0.0,0.1737,0.1164,0.7549,0.017730000000000003,0.02107,Nucleus accumbens (basal ganglia) 
GTEX-P44H-0011-R8A-SM-2XCEL,0.0,3.116,0.0,0.029869999999999997,0.0,0.030789999999999998,0.1101,0.08452,0.050289999999999994,0.07471,Hypothalamus 
GTEX-P44H-2426-SM-2XCEJ,0.06377000000000001,7.348,0.0,0.0,0.0,0.0,0.1173,0.1802,0.0804,0.09554,Cerebellum 
GTEX-PVOW-0011-R10A-SM-EXOHB,0.0,1.86,0.0,0.0,0.0,0.03232,0.0,0.0,0.03959,0.01568,Frontal Cortex (BA9) 
GTEX-PVOW-0011-R1A-SM-32PL6,0.0,3.035,0.0,0.1034,0.036739999999999995,0.2133,0.1429,0.048780000000000004,0.021769999999999998,0.025869999999999997,Hippocampus 
GTEX-PVOW-0011-R3A-SM-32PKX,0.0131,2.5069999999999997,0.0,0.1046,0.0,0.05393,0.07229,0.07402,0.04405,0.0458,Anterior cingulate cortex (BA24) 
GTEX-PVOW-0011-R5A-SM-32PL7,0.0,2.32,0.0,0.04339,0.01541,0.0,0.07995,0.1023,0.009134,0.01085,Caudate (basal ganglia) 
GTEX-PVOW-2526-SM-2XCF7,0.01347,1.9469999999999998,0.0,0.0269,0.0,0.027739999999999997,0.1487,0.2538,0.05662999999999999,0.02019,Cortex 
GTEX-PVOW-2626-SM-32PL8,0.0,8.113,0.0,0.08463999999999999,0.0,0.0,0.07798,0.03992,0.0,0.01059,Cerebellum 
GTEX-PWO3-0011-R1A-SM-2I5EW,0.03872,0.5545,0.0,0.0,0.027460000000000002,0.03985,0.0,0.2188,0.01627,0.1257,Hippocampus 
GTEX-PWO3-0011-R2A-SM-2S1OX,0.0,0.6921,0.0,0.0,0.0,0.0,0.09312000000000001,0.7151,0.2979,0.1264,Substantia nigra 
GTEX-PWO3-0011-R3A-SM-2I5EX,0.014769999999999998,0.5191,0.0,0.05897,0.06284,0.152,0.2173,0.08344,0.02483,0.0295,Anterior cingulate cortex (BA24) 
GTEX-PWO3-0011-R5A-SM-2I5EZ,0.0,0.419,0.0,0.0459,0.0163,0.09462999999999999,0.3383,0.1299,0.05797000000000001,0.0287,Caudate (basal ganglia) 
GTEX-PWO3-0011-R6A-SM-2I5F3,0.0,0.9375,0.0,0.0,0.07565,0.1098,0.0,0.2511,0.04483,0.1066,Nucleus accumbens (basal ganglia) 
GTEX-PWO3-0011-R8A-SM-2I5GD,0.01426,0.7056,0.0,0.08542000000000001,0.0,0.08807000000000001,0.1574,0.2686,0.02398,0.1353,Hypothalamus 
GTEX-PWO3-0011-R9A-SM-EVR2V,0.0,2.6430000000000002,0.0,0.0,0.0,0.0,0.0,0.053860000000000005,0.0,0.1857,Spinal cord (cervical c-1) 
GTEX-PWO3-0926-SM-2I5EY,0.05856,0.6099,0.0,0.0,0.0,0.0904,0.2693,0.3309,0.04922,0.05118,Cortex 
GTEX-PWO3-1026-SM-2I5F2,0.0,2.22,0.0,0.1326,0.0,0.04558,0.1629,0.3754,0.1489,0.05529,Cerebellum 
GTEX-Q2AG-0011-R10A-SM-2HMLA,0.0,1.206,0.0,0.0,0.0292,0.1695,0.265,0.3877,0.06921000000000001,0.04112,Frontal Cortex (BA9) 
GTEX-Q2AG-0011-R11A-SM-2HMKZ,0.0,3.029,0.0,0.0,0.0,0.07724,0.2071,0.3534,0.03154,0.01874,Cerebellar Hemisphere 
GTEX-Q2AG-0011-R1A-SM-2HMJI,0.01933,0.5538,0.0,0.1158,0.0,0.0398,0.1067,0.5462,0.0325,0.0,Hippocampus 
GTEX-Q2AG-0011-R2A-SM-2HMIT,0.018000000000000002,1.43,0.4577,0.0,0.0,0.0741,0.1656,0.4068,0.030260000000000002,0.00899,Substantia nigra 
GTEX-Q2AG-0011-R3A-SM-2HMJ9,0.0,1.266,0.0,0.05248,0.0,0.1623,0.1934,0.297,0.04419,0.05251,Anterior cingulate cortex (BA24) 
GTEX-Q2AG-0011-R4A-SM-2HMKA,0.01849,0.915,0.0,0.036930000000000004,0.05246,0.0,0.0,0.4528,0.01555,0.055420000000000004,Amygdala 
GTEX-Q2AG-0011-R5A-SM-2HMJH,0.01481,0.6171,0.0,0.05915,0.02101,0.030489999999999996,0.2725,0.4185,0.01245,0.036989999999999995,Caudate (basal ganglia) 
GTEX-Q2AG-0011-R6A-SM-2HML7,0.015090000000000001,0.7465,0.0,0.09038,0.0214,0.1242,0.222,0.3126,0.0,0.022609999999999998,Nucleus accumbens (basal ganglia) 
GTEX-Q2AG-0011-R7A-SM-2HMJP,0.031810000000000005,1.2009999999999998,0.0,0.09526,0.09022999999999999,0.1309,0.1463,0.4493,0.0401,0.04766,Putamen (basal ganglia) 
GTEX-Q2AG-0011-R8A-SM-2HMK5,0.08584,1.006,0.0,0.06855,0.0487,0.2827,0.1263,0.9054,0.043289999999999995,0.0343,Hypothalamus 
GTEX-Q2AG-0011-R9A-SM-2HMJ6,0.02052,0.7215,0.0,0.0,0.1164,0.08449,0.151,0.4639,0.05175,0.03075,Spinal cord (cervical c-1) 
GTEX-Q2AG-2826-SM-2HMJQ,0.03903,3.404,0.0,0.0,0.0,0.08033,0.2154,0.147,0.0328,0.09746,Cerebellum 
GTEX-Q2AG-2926-SM-2HMJ3,0.05289,1.033,0.0,0.2112,0.03751,0.5988,0.4864,0.5977,0.1334,0.1585,Cortex 
GTEX-QDT8-0011-R10A-SM-32PKG,0.0,6.005,0.0,0.06924,0.0,0.03569,0.06379,0.1633,0.3061,0.0433,Frontal Cortex (BA9) 
GTEX-QDT8-0011-R11A-SM-32PKD,0.01892,7.98,0.0,0.0,0.02683,0.07787999999999999,0.1392,0.07126,0.1431,0.1039,Cerebellar Hemisphere 
GTEX-QDT8-0011-R1A-SM-32PKS,0.0,3.715,0.0,0.0,0.03891,0.2823,0.1009,0.2583,0.2536,0.0,Hippocampus 
GTEX-QDT8-0011-R2A-SM-32PKQ,0.0,3.389,0.0,0.0,0.0,0.056389999999999996,0.05039,0.1548,0.2648,0.034210000000000004,Substantia nigra 
GTEX-QDT8-0011-R3A-SM-32PKR,0.0,2.804,0.0,0.019459999999999998,0.013819999999999999,0.1805,0.1076,0.07342,0.016380000000000002,0.009734,Anterior cingulate cortex (BA24) 
GTEX-QDT8-0011-R4A-SM-32PKM,0.0,4.78,0.0,0.08205,0.0,0.08459,0.126,0.0258,0.06909,0.006842,Amygdala 
GTEX-QDT8-0011-R5A-SM-32PKN,0.0,2.676,0.0,0.04559,0.01619,0.0705,0.084,0.3225,0.07677,0.0,Caudate (basal ganglia) 
GTEX-QDT8-0011-R6A-SM-32PKI,0.0,3.83,0.0,0.0,0.01213,0.0528,0.1258,0.09664,0.0575,0.008542000000000001,Nucleus accumbens (basal ganglia) 
GTEX-QDT8-0011-R7A-SM-32PKF,0.0,3.3560000000000003,0.0,0.050960000000000005,0.0181,0.1051,0.07042000000000001,0.1442,0.1502,0.01275,Putamen (basal ganglia) 
GTEX-QDT8-0011-R8A-SM-32PKE,0.07299,3.516,0.0,0.1457,0.0,0.3005,0.6712,0.4124,0.4294,0.0,Hypothalamus 
GTEX-QDT8-0011-R9A-SM-CYPRD,0.02535,5.1160000000000005,0.0,0.0,0.0,0.05219,0.0,0.0,0.0,0.01266,Spinal cord (cervical c-1) 
GTEX-QDT8-2926-SM-32PKC,0.0,4.627,0.0,0.0,0.0,0.2151,0.1099,0.1125,0.1255,0.03729,Cortex 
GTEX-QDT8-3026-SM-32PKB,0.024909999999999998,10.83,0.0,0.04974,0.035339999999999996,0.05127999999999999,0.1833,0.046919999999999996,0.2094,0.09954,Cerebellum 
GTEX-QMR6-0011-R10A-SM-32PKO,0.0,1.3359999999999999,0.0,0.1528,0.02172,0.09455,0.08449,0.08651,0.038610000000000005,0.01529,Frontal Cortex (BA9) 
GTEX-QMR6-0011-R11A-SM-32PKK,0.0,4.72,0.0,0.0,0.026369999999999998,0.2296,0.06838999999999999,0.2101,0.06251,0.009285,Cerebellar Hemisphere 
GTEX-QMR6-0011-R1A-SM-32PKW,0.01521,2.753,0.0,0.06072999999999999,0.0,0.1565,0.1679,0.1146,0.0,0.01519,Hippocampus 
GTEX-QMR6-0011-R2A-SM-32PKV,0.0,2.929,0.0,0.019530000000000002,0.013869999999999999,0.06039,0.08993999999999999,0.07368,0.024659999999999998,0.0,Substantia nigra 
GTEX-QMR6-0011-R4A-SM-32PKU,0.0,2.199,0.0,0.2199,0.052079999999999994,0.1512,0.2702,0.3458,0.1852,0.018340000000000002,Amygdala 
GTEX-QMR6-0011-R5A-SM-32PKT,0.03464,2.15,0.0,0.02306,0.0,0.1426,0.1699,0.087,0.03883,0.051910000000000005,Caudate (basal ganglia) 
GTEX-QMR6-0011-R6A-SM-32PKP,0.0,1.501,0.0,0.02257,0.0,0.02327,0.041589999999999995,0.1491,0.05702,0.011290000000000001,Nucleus accumbens (basal ganglia) 
GTEX-QMR6-0011-R7A-SM-32PKL,0.008245,2.083,0.0,0.1152,0.0117,0.1527,0.1213,0.1553,0.0069310000000000005,0.004118,Putamen (basal ganglia) 
GTEX-QMR6-0011-R8A-SM-32PKJ,0.0,1.683,0.0,0.0,0.0,0.07003,0.03129,0.1282,0.0143,0.042480000000000004,Hypothalamus 
GTEX-QMR6-1326-SM-32PLB,0.0,3.972,0.0,0.03046,0.0,0.0,0.08417999999999999,0.1149,0.012819999999999998,0.0838,Cerebellum 
GTEX-QMR6-1426-SM-32PLA,0.02878,2.9789999999999996,0.0,0.05747000000000001,0.0,0.1185,0.02647,0.05421,0.048389999999999996,0.0,Cortex 
GTEX-QVJO-0011-R10A-SM-2S1QJ,0.0,2.178,0.0,0.09277,0.0659,0.0,0.0,0.175,0.1172,0.2088,Frontal Cortex (BA9) 
GTEX-QVJO-0011-R1A-SM-2S1QI,0.0,1.099,0.0,0.08868999999999999,0.0,0.0,0.2451,0.3347,0.0,0.08874,Hippocampus 
GTEX-QVJO-0011-R4A-SM-2S1QL,0.0,0.9628,0.0,0.0,0.0276,0.08011,0.0,0.0733,0.049069999999999996,0.1361,Amygdala 
GTEX-QVJO-0011-R5A-SM-2S1QM,0.1513,0.9851,0.0,0.05035,0.0,0.0,0.23199999999999998,0.2375,0.0636,0.1763,Caudate (basal ganglia) 
GTEX-QVJO-0011-R6A-SM-2S1QN,0.0,1.5819999999999999,0.0,0.0,0.0,0.0,0.04857,0.09947,0.0,0.3561,Nucleus accumbens (basal ganglia) 
GTEX-QVJO-0011-R7A-SM-2S1QO,0.0,1.355,0.0,0.0,0.0,0.0,0.0,0.3266,0.0,0.1732,Putamen (basal ganglia) 
GTEX-QVJO-0011-R8A-SM-447C7,0.022619999999999998,2.886,0.0,0.0,0.032080000000000004,0.04655,0.0416,0.0426,0.01901,0.0113,Hypothalamus 
GTEX-QVJO-0011-R9A-SM-2S1QH,0.0,2.391,0.0,0.0,0.0,0.0,0.09382,0.04804,0.04288,0.2675,Spinal cord (cervical c-1) 
GTEX-QVJO-1325-SM-2S1QX,0.0,4.4719999999999995,0.0,0.0,0.0,0.08622,0.0,0.07889,0.0,0.06276,Cerebellum 
GTEX-QVJO-1426-SM-2S1QY,0.0,1.905,0.8652,0.0,0.0,0.0,0.0,0.1923,0.08581,0.2209,Cortex 
GTEX-QVUS-0011-R10A-SM-3GIK3,0.0,2.9589999999999996,0.0,0.0,0.02779,0.121,0.1081,0.0,0.0,0.009785,Frontal Cortex (BA9) 
GTEX-QVUS-0011-R1A-SM-3GAD2,0.0,3.5839999999999996,0.0,0.0,0.03174,0.046060000000000004,0.08232,0.08429,0.07524,0.011179999999999999,Hippocampus 
GTEX-QVUS-0011-R3A-SM-3GAFD,0.0,3.0980000000000003,0.0,0.0,0.0,0.207,0.06165,0.06312999999999999,0.0,0.03348,Anterior cingulate cortex (BA24) 
GTEX-QVUS-0011-R4A-SM-3GAE7,0.0,3.8089999999999997,0.0,0.03792,0.0,0.0782,0.0,0.1431,0.1118,0.0,Amygdala 
GTEX-QVUS-0011-R6A-SM-3GACX,0.0908,1.734,0.0,0.06043,0.04293,0.0623,0.055670000000000004,0.171,0.02544,0.1209,Nucleus accumbens (basal ganglia) 
GTEX-QVUS-0011-R8A-SM-3GAD7,0.02267,4.811,0.0,0.04527,0.0,0.14,0.0417,0.1281,0.01906,0.03397,Hypothalamus 
GTEX-QVUS-0011-R9A-SM-3GIJA,0.0,3.009,0.0,0.0,0.0,0.09515,0.08503,0.0,0.038860000000000006,0.0,Spinal cord (cervical c-1) 
GTEX-QVUS-2826-SM-3GADB,0.0,4.052,0.0,0.055479999999999995,0.0,0.0572,0.1022,0.2617,0.0,0.05552000000000001,Cortex 
GTEX-QVUS-2926-SM-3GIJB,0.1783,6.361000000000001,0.0,0.0,0.0,0.0,0.0,0.06717000000000001,0.02997,0.0,Cerebellum 
GTEX-R55E-0011-R11A-SM-2TC6I,0.03178,6.165,0.0,0.0,0.0,0.1308,0.1754,0.059860000000000003,0.02671,0.07936,Cerebellar Hemisphere 
GTEX-R55E-0011-R1A-SM-2TC6N,0.0,1.251,0.0,0.13699999999999998,0.0,0.2825,0.2104,0.2154,0.07692,0.02285,Hippocampus 
GTEX-R55E-0011-R2A-SM-EYYV9,0.0,1.598,0.0,0.06126,0.0,0.09473,0.1129,0.08669,0.0129,0.007662,Substantia nigra 
GTEX-R55E-0011-R4A-SM-2TC5H,0.05338,1.807,0.0,0.1066,0.037860000000000005,0.1099,0.0491,0.05027,0.02244,0.026660000000000003,Amygdala 
GTEX-R55E-0011-R5A-SM-2TC5N,0.0,1.178,0.0,0.05475,0.0,0.3387,0.05044,0.05165,0.0461,0.027389999999999998,Caudate (basal ganglia) 
GTEX-R55E-0011-R6A-SM-2TC5T,0.0,1.746,0.0,0.0,0.03338,0.0,0.1299,0.2216,0.0,0.02351,Nucleus accumbens (basal ganglia) 
GTEX-R55E-0011-R7A-SM-2TC5Z,0.0,1.9869999999999999,0.0,0.052539999999999996,0.07466,0.1083,0.04841,0.1983,0.0,0.1183,Putamen (basal ganglia) 
GTEX-R55E-0011-R8A-SM-2TC66,0.0,2.487,0.0,0.1122,0.0,0.1156,0.2067,0.052910000000000006,0.02361,0.08417999999999999,Hypothalamus 
GTEX-R55E-0011-R9A-SM-2TC6C,0.0,1.6480000000000001,0.0,0.0,0.0,0.2482,0.2218,0.3406,0.0,0.1204,Spinal cord (cervical c-1) 
